id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
24669581,Oase van licht,Theaterplein in het centrum van Antwerpen,33357801,Gerdje & Luc,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.21598,4.40811,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Hangers"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Bed linens"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Elevator"", ""Washer"", ""Central heating"", ""Microwave"", ""vitroceramisch electric stove"", ""met vriesvak refrigerator"", ""Nespresso machine"", ""Air conditioning"", ""Dedicated workspace"", ""Hot water"", ""Host greets you"", ""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Carbon monoxide alarm"", ""TV"", ""Cooking basics""]",$75.00 ,2,7,2,2,7,7,2,7,t,27,57,87,87,48,2,0,95,10,10,10,10,10,9,f,1,1,0,0,1.51
24713161,ART DECO N° 10 - Stylish ground floor apartment,,65444246,Seb,f,1,1,t,t,,Oud - Berchem,51.204,4.43052,Entire apartment,Entire home/apt,4,,1 bath,1,3,"[""Kitchen"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""High chair"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Iron"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Dedicated workspace""]",$112.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,35,1,0,96,10,10,10,10,9,9,t,1,1,0,0,1.11
24829527,Antwerp - spatious one bedroom ap. for 2,Antwerp South is a trendy and vibrant neighbourhood.,48602699,Anthony,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Zuid,51.20779,4.38678,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Coffee maker"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Heating"", ""Wifi""]",$99.00 ,2,1125,2,2,1125,1125,2,1125,t,29,59,89,364,20,0,0,92,10,10,10,9,10,9,f,1,1,0,0,0.63
24846820,Room in the historic centre with hotel facilities,"PAID PARKING<br /><br />Parking Cammerpoorte: Nationalestraat 38-40 (20m) <br />Parking Lombardevest: Kammenstraat 31 (100m) <br />Parking Brabo: Kammenstraat (200m)<br />Groenplaats: Groenplaats 1 (200m) <br /><br /> <br />FREE PARKING<br /><br />Free parking can be found on the St. Michielskaai, entrance opposite the Scheldestraat. There is an outdoor large parking. The walking distance to our place is 10 minutes. <br /><br />Another large outdoor parking is the Vlaamse Kaai Antwerpen Zuid, 15min Walking distance to our place.",44085325,Charline,f,5,5,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21655,4.3999,Private room in townhouse,Private room,3,,1.5 baths,1,4,"[""Babysitter recommendations"", ""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Hot water"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Lockbox"", ""Private entrance"", ""Coffee maker"", ""Dedicated workspace""]",$74.00 ,1,31,1,2,1125,1125,1,1125,t,0,0,0,47,121,6,0,95,10,9,10,10,10,9,t,4,1,3,0,3.76
24847714,"NEW APARTMENT ANTWERP CENTRE, hotel feeling","In this neighborhood, you will find plentiful of museums, shops, restaurants, bars and clubs. In short, you will never be bored!<br /><br />20 min. from the TOMORROWLAND festival",44085325,Charline,f,5,5,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21647,4.40062,Entire apartment,Entire home/apt,5,,1.5 baths,2,5,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Patio or balcony"", ""First aid kit"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Private entrance"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Iron"", ""BBQ grill"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo"", ""Lockbox""]",$164.00 ,1,21,1,1,21,21,1,21,t,0,8,38,38,6,0,0,93,10,10,9,10,10,10,t,4,1,3,0,0.21
24849164,Modern room historic centre with hotel sheets,"PAID PARKING<br /><br />Parking Cammerpoorte: Nationalestraat 38-40 (20m) <br />Parking Lombardevest: Kammenstraat 31 (100m) <br />Parking Brabo: Kammenstraat (200m)<br />Groenplaats: Groenplaats 1 (200m) <br /><br /> <br />FREE PARKING<br /><br />Free parking can be found on the St. Michielskaai, entrance opposite the Scheldestraat. There is an outdoor large parking. The walking distance to our place is 10 minutes. <br /><br />Another large outdoor parking is the Vlaamse Kaai Antwerpen Zuid, 15min Walking distance to our place.",44085325,Charline,f,5,5,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21646,4.40061,Private room in townhouse,Private room,2,,1.5 baths,1,3,"[""Babysitter recommendations"", ""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Heating"", ""Shower gel"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""First aid kit"", ""Hot water"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Lockbox"", ""Private entrance"", ""Coffee maker"", ""Patio or balcony"", ""Smoke alarm""]",$67.00 ,1,1125,1,2,1125,1125,1,1125,t,0,0,0,0,121,8,0,95,10,9,10,10,10,9,t,4,1,3,0,3.8
24900105,Cosy  apartment two steps from the museum,"The most trendy area few steps from the hippest restaurants and bars, in the shadow of the museum of fine arts and at 10 min walk from the cathedral",188263278,Christine,f,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Zuid,51.20916,4.39688,Entire apartment,Entire home/apt,3,,1.5 baths,1,1,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Building staff"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Stove"", ""Hot water"", ""Oven"", ""Iron"", ""Paid parking on premises"", ""Hair dryer"", ""Dedicated workspace"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Smoke alarm""]",$89.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,122,16,1,0,98,10,10,10,10,10,10,t,1,1,0,0,0.5
24961581,Beautifull apartment,,96214620,Wim,t,1,1,t,f,,Borgerhout Intra Muros Zuid,51.21408,4.43844,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Crib"", ""Smoke alarm"", ""High chair"", ""Paid parking off premises"", ""Shampoo"", ""Children\u2019s books and toys""]",$73.00 ,2,31,2,2,1125,1125,2,1125,t,30,60,90,365,33,5,0,100,10,10,10,10,9,10,t,1,1,0,0,1.28
25023469,Het stulpje,Little green space to escape from the busy city center.,184651827,Hans,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Oud - Berchem,51.19701,4.4172,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Dryer"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$100.00 ,2,10,2,2,10,10,2,10,t,27,57,87,362,31,0,0,97,10,10,10,10,10,10,f,1,1,0,0,0.99
25046162,Verblijf in uniek Antwerps Belle Epoque Herenhuis,,189344283,Xenia,f,1,1,t,f,,Oud - Berchem,51.20268,4.43351,Private room in bed and breakfast,Private room,3,,1 private bath,1,2,"[""Fire extinguisher"", ""Free parking on premises"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Host greets you"", ""Breakfast"", ""Iron"", ""First aid kit"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Essentials""]",$140.00 ,1,101,1,1,101,101,1,101,t,30,60,90,365,2,0,0,60,6,6,6,6,4,5,f,1,0,1,0,0.1
25049639,Antwerpen Huis met een uitzicht,"Het huis maakt deel uit van de Unitas-tuinwijk, ontworpen door architect Van Steenbergen naar model van de Engelse garden cities.  De wijk behoort behoort tot het historisch erfgoed en is een beschermd stadszicht.  Het is een groene, rustige wijk naast het Boekenbergpark, bekend om het grootste ecologische zwembad in België, inkom gratis.",1302973,Lily,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Deurne Zuid Oost,51.19569,4.46736,Entire house,Entire home/apt,4,,1 bath,2,2,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Dedicated workspace"", ""Private entrance"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Iron"", ""Free parking on premises"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$99.00 ,3,1125,3,3,1125,1125,3,1125,t,28,58,88,363,8,0,0,93,9,10,10,10,10,9,t,1,1,0,0,0.27
25068907,Antwerpen quiet appartment in green surroundings,"The house is in front of a beautiful park with a pond that continues into the larger green zone of the Sorghvlietpark and fort 8, ideal for walking, jogging or cycling. At the same time the Kioskplaats, the main square of Hoboken where the trams leave, with numerous shops, banks and bars is only 100 meters away. The river Scheldt with ferry boats and the nature park De Hobokense polder is about 1.5 kilometers away. You can take tram 4 to the historic centre or tram 2 to the Central Station, or use the system of city bikes. There's  also a train to centre or a ferry on the nearby river Scheldt to the other side of the river or to Antwerp centre",50671362,Filip,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Hoboken - Centrum,51.17379,4.35394,Entire apartment,Entire home/apt,2,,1 bath,1,2,"[""Hot water"", ""Essentials"", ""Smoke alarm"", ""Coffee maker"", ""Refrigerator"", ""Microwave"", ""Private entrance"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Heating""]",$50.00 ,2,30,2,2,30,30,2,30,t,0,0,0,0,58,5,0,97,10,10,10,10,10,10,t,1,1,0,0,1.85
25148862,Maison Emile - Executive Room,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile.<br /><br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,Yannick,f,2,2,t,t,"Antwerpen, Belgium",Zuid,51.20501,4.3879,Room in hotel,Private room,2,,1 private bath,1,2,"[""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Air conditioning"", ""Dedicated workspace"", ""Bathtub"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Host greets you"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$132.00 ,1,365,1,2,365,365,1,365,t,15,42,72,347,1,1,1,100,10,10,10,10,10,10,t,3,0,3,0,1
25150029,Maison Emile - Superior Room,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile.<br /><br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,Yannick,f,2,2,t,t,"Antwerpen, Belgium",Brederode,51.20437,4.38925,Room in hotel,Private room,2,,1 private bath,1,2,"[""Air conditioning"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Free street parking"", ""TV"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer""]",$111.00 ,1,365,1,1,365,365,1,365,t,16,45,75,350,3,1,0,100,10,10,10,10,10,9,t,3,0,3,0,0.12
25152004,Maison Emile - Comfort Single Room,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile.<br /><br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,Yannick,f,2,2,t,t,"Antwerpen, Belgium",Zuid,51.20557,4.38913,Room in hotel,Private room,1,,1 private bath,1,1,"[""Dedicated workspace"", ""Hangers"", ""Lock on bedroom door"", ""Host greets you"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Heating"", ""Bed linens"", ""TV""]",$85.00 ,1,365,1,1,1,365,1,17,t,30,60,90,365,0,0,0,,,,,,,,t,3,0,3,0,
25201647,Amazing place in the heart of Antwerp with view,Cosy neighbourhood with Cafe's and bars near the Schelde (Antwerp's canal).,38459356,Anthony,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22592,4.40146,Entire apartment,Entire home/apt,6,,1.5 baths,2,2,"[""Bed linens"", ""Washer"", ""Oven"", ""Coffee maker"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Kitchen"", ""Elevator"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Dryer"", ""Iron"", ""Essentials""]",$140.00 ,6,1125,6,6,1125,1125,6,1125,t,28,58,88,88,12,0,0,95,10,10,10,10,10,10,f,1,1,0,0,0.38
25248627,"Cozy room with  working space, kitchen and garden",,26392912,Fabio,f,1,1,t,f,,Kiel,51.18604,4.38482,Private room in townhouse,Private room,2,,1 shared bath,1,1,"[""Essentials"", ""Cable TV"", ""Private living room"", ""Iron"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Dedicated workspace"", ""Host greets you"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Shampoo"", ""First aid kit"", ""Heating"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Dryer"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Hair dryer"", ""Washer"", ""Hangers"", ""Free street parking"", ""Bed linens"", ""Kitchen"", ""Breakfast""]",$50.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,11,0,0,95,9,9,10,10,9,9,f,1,0,1,0,0.4
25260548,1 Ruime kamer in stijlvolle stadswoning Antw Zuid,,16124082,Paul,f,3,3,t,t,,Brederode,51.19928,4.39507,Private room in townhouse,Private room,2,,1 shared bath,1,1,"[""Bed linens"", ""Fire extinguisher"", ""Washer"", ""Free street parking"", ""Crib"", ""First aid kit"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Shampoo"", ""Iron"", ""Essentials""]",$39.00 ,1,7,1,1,7,7,1,7,t,29,59,89,89,15,2,0,93,10,10,10,10,10,10,f,3,0,3,0,0.48
25439384,BEAUTIFUL DESIGN MANSION in city center,"If this isn’t convincing enough, the location of the house centainly is! Located in one of the most beautiful neighbourhoods in Antwerp: Zurenborg. With it’s bello époque grandeur it proudly shows surprised visitors art nouveau façades, elegant streets and lively squares. The highlight is the 19th century Cogels-Osylei: sublime architecture from around the turn of the previous century. The real beating heart of Zurenborg, the Dageraadplaats, lies next around the cornor of Antwerpsdesignhouse. With trees, a star sky and trendy restaurants, this somewhat alternative place is defenitely worthwile visiting!",114532208,Lise,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Zurenborg,51.20773,4.42835,Entire house,Entire home/apt,8,,2 baths,3,5,"[""Stove"", ""Game console"", ""Oven"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Paid parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Host greets you"", ""Babysitter recommendations"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Changing table"", ""Dishwasher"", ""Bathtub"", ""Baby safety gates"", ""Private entrance"", ""Garden or backyard"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Dryer"", ""Iron"", ""Crib"", ""BBQ grill"", ""Smoke alarm"", ""High chair"", ""Shampoo"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware""]",$590.00 ,90,1125,90,90,1125,1125,90,1125,t,0,28,58,333,3,0,0,100,10,9,10,10,10,10,f,1,1,0,0,0.1
25493896,Arthur and James Antwerp,"Center antwerpen , 3 minutes walk From ce tram station and 15 min walk From historic center.",192406503,Soufiane,f,8,8,t,f,"Antwerpen, Vlaanderen, Belgium",Centraal Station,51.21799,4.42594,Private room in bed and breakfast,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Washer"", ""Lock on bedroom door"", ""TV"", ""Breakfast"", ""Iron"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Hangers"", ""Shampoo"", ""Dryer"", ""Hair dryer"", ""Essentials""]",$67.00 ,7,1125,7,7,1125,1125,7,1125,t,0,0,0,0,1,0,0,100,10,10,10,10,10,8,f,2,0,2,0,0.05
25501058,Rooftop apartment in historic house,,77466862,Martin,f,2,2,t,t,,Haringrode,51.20371,4.41706,Private room in apartment,Private room,2,,1 private bath,1,2,"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Patio or balcony"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Private living room"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$140.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,89,3,0,0,100,10,9,10,10,10,10,t,4,1,3,0,0.12
25515794,* Casa Amazing * with lovely garden,,52384223,Annelies,t,1,1,t,t,,Deurne Zuid West,51.20937,4.45742,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,"[""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Cable TV"", ""Heating"", ""Microwave"", ""Pocket wifi"", ""Dishes and silverware"", ""Free street parking"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Building staff"", ""Shampoo"", ""Lake access""]",$80.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,59,12,0,98,10,10,10,10,9,10,f,1,1,0,0,1.9
25532901,STUDIO in the heart of Antwerp!,You're staying in the 'old town' of Antwerp at walking distance of all major tourist attracties Antwerp has to offer. You'll find plenty of bars and restaurants within a 5 minute walk from our apartment.,174932988,Olivier,f,4,4,t,t,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.21967,4.41386,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""First aid kit"", ""Heating"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo"", ""Lockbox""]",$76.00 ,2,90,1,3,90,90,2.2,90,t,0,1,31,121,127,8,0,95,10,10,10,10,10,10,t,5,5,0,0,4.05
25569352,spacious & light private room in the heart of A,,13377217,Kenny,t,1,1,t,t,,Centraal Station,51.21734,4.4264,Private room in apartment,Private room,2,,1 shared bath,1,1,"[""Stove"", ""Oven"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Private living room"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Dryer"", ""Fire extinguisher"", ""Iron"", ""Paid parking off premises"", ""Shampoo""]",$30.00 ,2,120,2,2,1125,1125,2,1125,t,20,50,80,350,98,9,1,97,10,10,10,10,10,10,f,2,0,2,0,3.15
25610607,B&B Arthur and James,"Center antwerpen , 3 minutes walk From ce tram station and 15 min walk From historic center.",192406503,Soufiane,f,8,8,t,f,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,51.2194,4.42536,Private room in guest suite,Private room,2,,1 private bath,1,1,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Essentials"", ""Cable TV"", ""Iron"", ""Dryer"", ""Breakfast"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$120.00 ,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,1,0,0,100,10,10,10,10,10,10,f,2,0,2,0,0.03
25752521,1 Ruime kamer in stijlvolle stadswoning Antw Zuid,"5 minutes from restaurants, cafés and coffee bars (Troonplaats)<br />10mins from Leopold de Waelplaats (entertainment district)<br />15 minutes from the old center / cathedral, Middelheim park, Scheldt river and quay, restaurants, shops, galleries all within walking distance.",16124082,Paul,f,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Brederode,51.19832,4.39462,Private room in townhouse,Private room,2,,1 shared bath,1,1,"[""Washer"", ""Crib"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Fire extinguisher"", ""Hot water"", ""Bed linens"", ""Essentials"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Wifi""]",$39.00 ,1,7,1,1,7,7,1,7,t,30,60,90,90,79,14,0,93,10,9,10,10,9,9,f,3,0,3,0,2.67
25838486,Shared Space in Antwerpen,"Art Nouveau neighbourhood, 1 minute from the Central station.",4261413,Jackie,f,15,15,t,t,"Antwerpen, Vlaanderen, Belgium",Oud - Berchem,51.20023,4.43229,Room in hostel,Hotel room,16,,1 bath,1,14,"[""Hair dryer"", ""Shampoo"", ""Fire extinguisher"", ""Washer"", ""Carbon monoxide alarm"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hangers"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Iron"", ""Essentials""]",$36.00 ,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,3,0,0,90,10,10,10,10,10,9,t,15,0,8,5,0.1
25854261,New renovated studio perfectly located in Antwerp,Located in the street paralel to the shopping street 5min walking distance from Antwerp central station and 5min walking distance to the historic center. (other direction),157933790,Sander,f,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.21998,4.41497,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Essentials"", ""Fire extinguisher"", ""Paid parking off premises"", ""Wifi"", ""TV"", ""Dedicated workspace"", ""Stove"", ""Shampoo"", ""First aid kit"", ""Heating"", ""Hot water"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Dryer"", ""Shower gel"", ""Private entrance"", ""Hair dryer"", ""Washer"", ""Air conditioning"", ""Hangers"", ""Bed linens"", ""Oven"", ""Kitchen"", ""Cooking basics"", ""Refrigerator""]",$68.00 ,5,90,5,5,1125,1125,5,1125,t,0,0,0,0,12,2,0,84,9,7,9,9,9,8,t,1,1,0,0,0.39
25960097,"""Pagadder Flat""",When you leave the apartment you are immediately in the center of a bustling city.<br /><br />Tourist Info on the corner of the street.<br /><br />There is a laundry around the corner and a Velo (city bike) station in the street.,193627086,Willy,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22307,4.39946,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Bed linens"", ""Iron"", ""Hair dryer"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$59.00 ,5,360,5,5,1125,1125,5,1125,t,0,0,0,182,30,9,0,98,10,10,10,10,10,10,f,2,2,0,0,1.02
